trial,q_first_click,q_click_drivers,q_detail_info,q_detail_top,q_buy_first,q_notbuy_first,q_consider_more,q_second_click,q_buy_second,q_notbuy_second,q_third_click,q_buy_third,q_notbuy_third,q_fallback,q_fallback_blocker,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
615,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,look|want_compare,B,buy_now,no_concern,B,no_blocker,price_too_high,final_purchase,look,few_reviews|material,look|few_reviews,size|few_reviews,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,5,4
616,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|material|want_compare,E,not_buy,few_reviews|look|rating,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|look,few_reviews|pack|info_incomplete,few_reviews|look|rating,few_reviews|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_rating,3,4
617,A,review_count|star_rating|material_word|magnets|imagine_look|color_pattern,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,B,not_buy,price_suspicious|look|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|brand,price_suspicious|brand|material,few_reviews|pack|brand,few_reviews|look|brand|transparency,few_reviews|size|brand|material,page2,page1,reviews,price_value,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
618,A,review_count|star_rating|material_word|main_image|magnets,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|transparency|want_compare,yes_more,C,not_buy,price_suspicious|brand|few_reviews|material|want_compare,B,not_buy,price_suspicious|look|material|want_compare,A,price|look_compromise,fallback_favorite|price_too_high|transparency,price_suspicious|look|material|brand,price_suspicious|brand|few_reviews|material,few_reviews|material|rating|pack,look|brand|few_reviews|transparency,few_reviews|size|material|rating,page2,page1,reviews,material,4,4,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
619,A,main_image|color_pattern|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|want_compare,B,not_buy,price_suspicious|material|brand|review_concern,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand|review_concern,price_suspicious|material|brand,few_reviews|material|pack|brand,rating|few_reviews|look|brand,few_reviews|size|material|transparency,page2,page1,material,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_function,3,4
620,A,main_image|color_pattern|material_word|magnets|imagine_look|review_count,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,look|want_compare,B,not_buy,material|review_concern|want_compare,A,price,fallback_favorite|price_too_high,material|review_concern,look,few_reviews|material,look|few_reviews|brand,few_reviews|size|material,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,lower_price,4,5
621,A,main_image|color_pattern|star_rating|review_count|material_word|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal|delivery_returns,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|want_compare,C,not_buy,brand|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand,brand|material,few_reviews|material|pack,look|few_reviews,few_reviews|size|look,page2,page1,price_value,appearance,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,lower_price,3,4
622,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|transparency|want_compare,yes_more,C,not_buy,price_suspicious|material|transparency|want_compare,E,not_buy,few_reviews|transparency|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|material|transparency,price_suspicious|material|transparency,few_reviews|material,few_reviews|transparency|rating,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
623,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,B,not_buy,look|price_suspicious|want_compare,C,not_buy,look|price_suspicious|material|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,look|price_suspicious|material,look|price_suspicious|material,few_reviews|pack|material,look|transparency|few_reviews,few_reviews|size|look,page2,page1,appearance,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_value,3,4
624,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|review_concern|want_compare,C,not_buy,price_suspicious|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|review_concern,price_suspicious|brand,few_reviews|material,look|few_reviews|brand,few_reviews|size|look,page2,page1,reviews,material,5,5,4,3,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
625,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images|price_deal,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|few_reviews|want_compare,B,add_cart,price_suspicious|brand|look|want_compare,A,price|timing,fallback_favorite,price_suspicious|brand|look,price_suspicious|brand|few_reviews,few_reviews|brand|pack,look|brand|few_reviews,few_reviews|size|brand|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
626,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,brand|review_concern|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,brand|review_concern|price_suspicious,few_reviews|material|pack,few_reviews|look|brand,few_reviews|size|material,page1,page1,reviews,material,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
627,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,reviews_photos,add_cart,price_too_high|want_compare,yes_more,B,add_cart,price_suspicious|want_compare,C,add_cart,few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look,few_reviews,few_reviews|pack|material,look|few_reviews,few_reviews|size,page2,page1,material,reviews,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_value,4,4
628,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|material|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|look,few_reviews|material,brand|few_reviews|look,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,5,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
629,A,star_rating|review_count|material_word|imagine_look|magnets,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,look|price_suspicious|brand|want_compare,A,price,fallback_favorite|price_too_high,look|price_suspicious|brand,price_suspicious|brand,few_reviews|pack|material,look|few_reviews|brand,few_reviews|size|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,3,4
630,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|look|want_compare,C,not_buy,price_suspicious|material|brand|want_compare,A,price|timing,price_too_high,price_suspicious|look,price_suspicious|material|brand,few_reviews|pack,look|brand|few_reviews,few_reviews|size|transparency,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,4
631,A,main_image|color_pattern|review_count|star_rating|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|want_compare,C,not_buy,price_suspicious|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious,price_suspicious|brand,few_reviews|pack,look|few_reviews,few_reviews|size,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
632,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|look,page2,page1,reviews,material,4,5,4,3,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
633,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,reviews_photos,add_cart,price_too_high|want_compare,yes_more,B,add_cart,price_suspicious|want_compare,C,buy_now,no_concern,C,no_blocker,price_too_high,price_suspicious,final_purchase,few_reviews,few_reviews|look,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,lower_price,5,4
634,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews|want_compare,B,not_buy,look|price_suspicious|want_compare,A,price,fallback_favorite|price_too_high,look|price_suspicious,few_reviews|price_suspicious,few_reviews|material|pack,look|few_reviews,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
635,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material,B,not_buy,few_reviews|brand|price_suspicious,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|few_reviews,price_suspicious|brand|material,few_reviews|pack|price_suspicious,look|few_reviews,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_rating,2,4
636,A,main_image|color_pattern|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|want_compare,B,not_buy,price_suspicious|material|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|material|brand,few_reviews|material|pack,look|material|brand,few_reviews|size|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
637,A,star_rating|review_count|material_word|magnets|main_image|right_size|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,want_compare|few_reviews,B,not_buy,price_suspicious|material|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|material,few_reviews,few_reviews|pack|material,few_reviews|brand|transparency,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,fully_transparent,unlikely,better_rating,3,4
