arm,persona_id,choice,rationale,reward,chosen_price,chosen_brand,chosen_rating,chosen_reviews,gt_rank,gt_monthly_sales,gt_monthly_revenue,q_factor_most,q_factor_second,q_material_pref,q_format_pref,q_pack_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent,q_importance_price,q_importance_function,q_importance_appearance,q_importance_hygiene,q_importance_reviews,q_importance_brand,q_refill_acceptance
anon-norating,persona_amazon-ab77803cb231,P13,"I want a simple single brush set that keeps things tidy, and the silicone head won't scratch our toilet finish. The ventilated holder helps it dry out quickly, which matters to me for hygiene, and the pearl-white look with a black base fits our bathroom.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,4,4,5,4,3,2
anon-norating,persona_amazon-76d9bc973bf7,P01,"No persona-specific answer was produced, so a neutral answer was used.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,price_value,price_value,silicone,single_brush_set,single,yes_strongly,lower_price,3,3,3,3,3,3,3,3,3
anon-norating,persona_amazon-d2055e41f16c,P13,"I want a simple, tidy single set for my own bathroom, and the silicone head won't scratch the porcelain like stiff bristles can. The ventilated white holder with black base dries quickly and looks clean and modern, and at $11.99 it's an easy, sensible buy.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,design,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,4,4,5,4,2,2
anon-norating,persona_amazon-f63fc200b727,P13,"I rent a suburban place with a standard bathroom, and a silicone head won't scratch the porcelain while the ventilated holder lets it dry out fast so it doesn't get gross. At $11.99 it's cheap enough to just buy without overthinking it, and the pearl-white look blends into the bathroom instead of shouting.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,neutral,better_function,5,4,4,4,3,5,3,2,2
anon-norating,persona_amazon-2b4391002067,P13,"As a retired nurse, hygiene and easy cleaning are my priorities, and the silicone head with a ventilated quick-drying holder checks both boxes without scratching the porcelain. The pearl-white look is clean and neutral, and at $11.99 it's an easy, sensible buy.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,neutral,better_function,5,4,4,5,4,5,4,2,3
anon-norating,persona_amazon-4e6a895f223a,P12,"I want a brush that actually cleans well and dries without sitting in a puddle of water, so the ventilated holder sold me. It's a reasonable price for a combo that includes a plunger, which I'd rather have on hand than go hunting for when I need it.",1.0,15.29,LOVLOY,4.7,1475,12,9882.0,159952.27,hygiene,function_combo,nylon_bristles,brush_plunger_combo,single,yes_somewhat,better_function,4,4,4,4,3,5,4,2,2
anon-norating,persona_amazon-a71884c2f2a9,P13,"I want a single, tidy set for my main bathroom and the silicone head won't scratch the porcelain, which matters to me. The ventilated holder helps it dry out between cleanings, and at $11.99 it's an easy, low-risk buy.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,cleaning,hygiene,silicone,single_brush_set,single,yes_somewhat,better_function,4,4,4,5,3,4,4,3,3
anon-norating,persona_amazon-a1afb6730fc0,P09,"I've got three kids and multiple bathrooms, so a 2-pack at $8.99 is unbeatable value for me. The dense nylon bristles give a solid 360-degree clean and the white-and-gray look fits any bathroom without being fussy.",1.0,8.99,Holaloha,4.2,1436,9,12576.0,111926.4,price_value,pack,nylon_bristles,single_brush_set,two_pack,yes_somewhat,lower_price,5,5,5,4,3,4,4,2,2
anon-norating,persona_amazon-cf3c446e7fdb,P13,"I want something simple and hygienic for our main bathroom, and the silicone head won't scratch the porcelain while the ventilated holder helps it dry out fast. The pearl-white look with the black base fits the clean, modern style I go for, and at $11.99 it's an easy price to say yes to.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,design,silicone,single_brush_set,single,yes_somewhat,better_function,5,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-a5f3a0c821db,P13,"I want a simple single brush set that keeps the bathroom looking clean and dries quickly. The silicone head won't scratch porcelain, and the ventilated white holder fits a tidy, low-maintenance setup at a reasonable price.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,neutral,better_function,4,4,4,4,3,5,3,2,2
anon-norating,persona_amazon-19cb3ddf7c37,P13,"I want a simple single brush set that looks clean and tidy in my bathroom, and the pearl white silicone brush with the ventilated holder fits that perfectly. The silicone head won't scratch the porcelain, and the ventilated base dries fast so it doesn't get that musty smell.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,design,silicone,single_brush_set,single,yes_somewhat,better_function,5,4,4,4,4,5,4,2,2
anon-norating,persona_amazon-34dc071a3598,P13,"I want a simple, tidy set for my own bathroom rather than a multi-pack or plunger combo, and the pearl-white silicone brush with a ventilated holder fits my bathroom's look. The silicone head is gentle on porcelain and the ventilated slot helps it dry quickly, which suits my preference for cleanliness without a lot of fuss.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,5,4,5,4,4,4
anon-norating,persona_amazon-42b31c9f568b,P13,"I want a single, simple set with a ventilated holder so it dries quickly and doesn't get gross, and the silicone head won't scratch the porcelain. At $11.99 it's a reasonable price for something I'll use daily and keep in a small suburban bathroom.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,3,5,3,2,2
anon-norating,persona_amazon-c3aa241dc508,P13,"I like that the silicone head won't scratch the porcelain and the ventilated holder lets the brush dry out so it doesn't get that musty smell. The pearl white with the black base looks clean and simple, and the price is reasonable for something I'll use every week.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,neutral,better_function,5,4,4,4,3,5,3,2,2
anon-norating,persona_amazon-fb64b3adb435,P13,"I want a simple single brush that won't scratch the porcelain, and the silicone head plus ventilated holder fits my preference for hygienic, quick-drying storage. The pearl-white look with a black base is clean and understated for a bathroom, and at $11.99 it's a sensible price.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,material,silicone,single_brush_set,single,unlikely,better_function,5,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-17161efdf41f,P05,"I rent a small suburban bathroom and hate the idea of a soggy, smelly brush sitting around, so a disposable-head system appeals to me. At $9.99 with 14 refills included, it's cheap enough to try and keeps things hygienic without much effort.",1.0,9.99,oshang,4.5,4881,5,18600.0,185814.0,hygiene,price_value,disposable_sponge,disposable_system,single,yes_somewhat,better_rating,5,4,4,3,3,5,4,2,4
anon-norating,persona_amazon-2e2ea76793c6,P13,"I want a simple single brush that's gentle on the porcelain and easy to keep dry. The silicone head won't scratch, and the ventilated holder with the white-and-black look fits my bathroom nicely at a fair price.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,neutral,better_function,5,4,4,4,3,5,3,2,2
anon-norating,persona_amazon-ea62e51f35b6,P13,"I want a silicone head so it won't scratch the porcelain, and the ventilated holder is a big plus for drying out between uses. At $11.99 it's a fair price for a single set that fits my bathroom without extra clutter.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,3,5,4,2,2
anon-norating,persona_amazon-60b5285ce130,P13,"I want a simple, elegant single set that fits a calm bathroom look and is gentle on the porcelain. The pearl-white silicone head with a ventilated holder offers quick drying and easy cleaning without scratch risk, all at a reasonable price.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,design,silicone,single_brush_set,single,neutral,better_function,5,4,4,4,5,5,3,2,2
anon-norating,persona_amazon-a8079c9c98e4,P13,"I want a simple, tidy single set that fits a calm, minimalist bathroom, and the silicone head won't scratch the porcelain. The ventilated holder helps it dry quickly, which matters to me for hygiene, and the pearl-white look blends in nicely at a fair price.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,neutral,better_function,4,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-c9d8caf1d1b8,P13,"I want a set that's hygienic, durable, and won't damage the porcelain, and the ventilated holder helps it dry quickly. At $11.99 it's a reasonable, low-risk price for a well-designed single brush set.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,material,silicone,single_brush_set,single,yes_somewhat,better_function,4,4,4,4,3,5,3,3,2
anon-norating,persona_amazon-7d69dc1a844f,P17,"I'm a bargain hunter on a fixed retirement budget, and at $6.99 this set gives me a main brush plus two crevice brushes for the tight spots around the hinges and base. White with gray accents blends into my bathroom, and the dense 360° bristles should handle everyday cleaning without fuss.",1.0,6.99,Holaloha,4.3,173,17,7550.0,50132.0,price_value,cleaning,nylon_bristles,single_brush_set,single,neutral,lower_price,5,4,5,4,3,4,3,2,2
anon-norating,persona_amazon-8d36a8165826,P13,"I want a simple, comfortable single brush set with a ventilated holder so it dries quickly and doesn't get gross. The silicone head won't scratch the porcelain, and at $11.99 it's a reasonable, low-risk pick that fits my comfort-leaning, no-fuss approach.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,neutral,better_function,5,4,4,3,3,5,3,2,2
anon-norating,persona_amazon-f986190d2668,P13,"I have two young kids and a small bathroom, so a silicone head that won't scratch the porcelain and a ventilated holder that dries fast matters more than extras. At $11.99 it's an easy, low-risk buy that fits my budget as a student.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,lower_price,5,4,5,4,3,5,3,2,2
anon-norating,persona_amazon-2f1c77639eda,P16,"I want a covered holder so the brush isn't out in the open, and the extra-long handle helps since I have reduced dexterity. The matte bronze looks tidy in my bathroom, and the 2-pack means I have a spare for the second bathroom at a reasonable price.",1.0,19.99,uptronic,4.5,4627,16,9270.0,172700.1,holder,material,nylon_bristles,single_brush_set,two_pack,neutral,better_function,4,4,4,4,4,5,3,2,2
anon-norating,persona_amazon-2c4a7d6a56d7,P13,"I want a covered, quick-drying holder because I am not comfortable leaving a wet brush sitting open, and the ventilated slot base on this one solves that. The silicone head is gentle on the porcelain and won't scratch it, and at $11.99 the price sits right where I feel safe spending without feeling like I've cheaped out. It is a single simple set in pearl white, which blends in with my bathroom instead of calling attention to itself.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,price_value,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,5,4,3,5,4,2,2
anon-norating,persona_amazon-725af7329bb9,P01,"The corner caddy saves space in a bathroom, and the dedicated under-rim scrubber plus antibacterial nylon bristles cover the cleaning I actually care about. At $8.99 it's an easy, low-risk buy with a non-slip grip and long slim handle for comfortable reach.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,price_value,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,5,5,4,5,3,4,4,2,2
anon-norating,persona_amazon-e2278eb0e9db,P13,"I have a chronic illness and low tolerance for risky or harsh cleaning products, so the silicone head that won't scratch porcelain appeals to me. The ventilated holder helps it dry quickly, which matters for hygiene in a shared bathroom, and at $11.99 it's an easy price to try.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_rating,4,4,4,4,4,5,4,2,3
anon-norating,persona_amazon-e4a8f6138745,P01,"I have a small bathroom, so the corner caddy saving space is the deciding factor. The under-rim scrubber head and antibacterial bristles cover cleaning, and $8.99 is a price I can justify without hesitation.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,holder,cleaning,nylon_bristles,single_brush_set,single,neutral,nothing,5,4,5,4,3,4,3,2,2
anon-norating,persona_amazon-ebe8bb1b67b5,P02,"I want a practical, tidy set that handles both routine brushing and the occasional clog without storing two separate tools. The light-gray 2-in-1 brush and plunger combo at $14.99 is compact, reasonably priced, and fits a normal bathroom without looking cluttered.",1.0,14.99,FORASTO,4.3,7628,2,34024.0,516824.53,function_combo,price_value,nylon_bristles,brush_plunger_combo,single,yes_somewhat,better_function,5,4,4,5,3,4,4,2,2
anon-norating,persona_amazon-57c79c059f38,P01,"I want a simple single brush set that stores out of the way, and the corner caddy saves floor space in my bathroom. The dedicated under-rim scrubber and antibacterial bristles address the cleaning I actually need, and $8.99 is a fair price.",1.0,8.99,Clorox,4.6,5865,1,40482.0,369195.84,cleaning,holder,nylon_bristles,single_brush_set,single,yes_somewhat,better_function,5,4,4,5,3,4,4,3,2
anon-norating,persona_amazon-ac77983608a4,P13,"I want a simple, hygienic single brush set for my bathroom, and the silicone head won't scratch the porcelain while the ventilated holder helps it dry quickly. At $11.99 it's a reasonable price and the pearl-white look fits a clean modern bathroom.",1.0,11.99,Sellemer,4.0,36538,13,9749.0,107628.96,hygiene,cleaning,silicone,single_brush_set,single,yes_somewhat,better_rating,5,4,4,4,4,5,3,2,3
