trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,income,employment,rationale
survey_water-bottle-choice__epJgk9A,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-9e284a23b0b7.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Value-driven,Western Europe,Middle,Woman,Mid-life,,Self-employed,"I want a genuinely insulated bottle for daily use, and the Beijixiong 316 offers the best balance of quality and price at the ¥100 tier with its 316/316L liner and triple heat blocking. The 600 ml capacity suits my routine, and I would rather invest a little more than settle for the basic ¥39.9 option that likely underperforms."
survey_water-bottle-choice__erxsUL8,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-1a8460406761.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,18-24,Indifferent,Southeast Asia,Upper-middle,Woman,Parent of young kids,$50k-100k,Full-time,"As someone who carries a bottle all day for myself and my kid, I need real insulation and a leak-proof seal without paying a lifestyle-brand markup, and the Beijixiong gives me 316/316L stainless with triple heat blocking for ¥129. The 600 ml size is the sweet spot between the tiny 480 ml Zojirushi and the unwieldy 1180 ml Stanley. I am risk-averse about spending, so the ¥39.9 basic bottle feels too flimsy for daily use and the ¥229+ options are more than the job requires."
survey_water-bottle-choice__euKXkWp,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-75a63941d1a9.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,55-64,Cost-sensitive,Latin America,Middle,Woman,Parent of young kids,$25k-50k,Full-time,"Es el mejor equilibrio entre precio y calidad: 316/316L con triple aislamiento por ¥129, dentro de lo que gasto en algo de uso diario. El Fuguang es demasiado básico y los de marca premium o el Stanley viral no justifican pagar el doble por lo que necesito."
survey_water-bottle-choice__evZAgBS,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-759032bf28a7.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,55-64,Cost-sensitive,Sub-Saharan Africa,Middle,Man,Career change,<$25k,Part-time,"I need one bottle that does everything for daily use, and the Beijixiong gives me real 316/316L insulation and a reliable tail-less vacuum seal at ¥129, which is the most honest price-to-performance on this shelf. The Fuguang is cheaper but too basic, and the Mijia and Zojirushi charge a brand premium I cannot justify on a part-time income. The Stanley is far too big and pricey, and the Nalgene is plastic and uninsulated, which fails my main need."
survey_water-bottle-choice__ezYmNTk,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-8d2ca1846b44.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,65-74,Value-driven,North America,Upper-middle,Woman,Mid-life,$100k-200k,Self-employed,"I want a genuinely insulated bottle for daily commuting and desk use, and the Beijixiong offers a 316/316L liner and triple heat blocking at ¥129 — the sweet spot between the cheap basic bottle and the overpriced lifestyle tumblers. The 600 ml size suits a full workday without being bulky, and I'd rather pay modestly more for proven thermal performance than for a viral brand name."
survey_water-bottle-choice__f8eVJbH,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-81c148643679.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Cost-sensitive,South Asia,Lower-middle,Woman,Student,$50k-100k,Full-time,"I want a stainless steel insulated bottle I can trust for daily use, and this one sits at a price I can actually justify on a lower-middle income. The 316/316L inner liner and triple heat blocking sound like the best build quality at the ¥100 tier, and 600 ml is a practical size without being bulky. I would rather pay a bit more than the ¥39.9 basic bottle to get something that lasts."
survey_water-bottle-choice__fAAAVdH,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-10a9588f10b4.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,brand,4,45-54,Value-driven,South Asia,Upper-middle,Woman,Mid-life,,Self-employed,"मैं रोज़ाना एक ही बोतल इस्तेमाल करती हूँ और सफ़ाई व टिकाऊपन मेरे लिए सबसे अहम है, इसलिए नॉन-स्टिक इनर कोटिंग और ज़ोजिरुशी की भरोसेमंद इंसुलेशन गुणवत्ता मुझे सबसे व्यावहारिक लगती है। 480 ml का आकार मेरे बैग और डेस्क दोनों के लिए सुविधाजनक है, और कीमत भी प्रीमियम होते हुए मेरे बजट में ठीक बैठती है।"
survey_water-bottle-choice__fGxp7ri,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-a0458c855634.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,35-44,Cost-sensitive,South Asia,Lower-middle,Man,Early career,$100k-200k,Full-time,"I need one bottle for daily use, so insulation and a reliable seal matter more than looks. The Beijixiong gives me 316 stainless steel and triple heat blocking at ¥129, which is the best value in the middle tier — the Mijia and Zojirushi cost more for basically the same job, and the Stanley is too big and too expensive for me."
survey_water-bottle-choice__fHPBced,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-3eb4b0e3bc24.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,Sub-Saharan Africa,Upper-middle,Woman,Retirement,<$25k,Retired,"Kwa matumizi ya kila siku, chupa hii inatoa usawaziko bora kati ya bei na ubora. Kiini cha 316/316L na insulation ya joto mara tatu ni bora kuliko chapa za bei rahisi, lakini bado ni nafuu kuliko Mijia na Zojirushi. Uwezo wa 600 ml unatosha kwangu, na bei ya ¥129 inaonekana ya haki kwa kile inachotoa."
survey_water-bottle-choice__fLHWt5S,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-49900d69808d.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,3,25-34,Value-driven,East Asia,Lower-middle,Woman,Parent of young kids,<$25k,Unemployed,作为单亲家长、目前失业且家里五口人，我对每一笔支出都很谨慎，但又不想在保温性能上妥协。北極熊这款在百元价位给出316/316L内胆和无尾真空三层隔热，600毫升的容量也够我一整天用。相比同价位的塑料瓶或贵一倍的品牌款，它是我实际会掏钱的那个。
survey_water-bottle-choice__fPDk4pt,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-be9ef22c345a.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Value-driven,South Asia,Middle,Man,Mid-life,<$25k,Gig / freelance,"I want vacuum insulation for daily use, and the Beijixiong 316 gives me a 316/316L liner with triple heat blocking at ¥129 — about half the price of the Zojirushi or Mijia for essentially the same core job. The 600 ml capacity is right for my commute, and 316 steel matters to me more than a viral brand name. The Stanley is too big and too expensive, and the Nalgene isn't insulated at all."
survey_water-bottle-choice__fQo5GQT,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-2fdeec94884e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Cost-sensitive,South Asia,Lower-middle,Woman,Early career,$100k-200k,Self-employed,"I want proper vacuum insulation for hot tea on cold mornings, and this hits the sweet spot: 316/316L inner liner and triple heat blocking at only ¥129. The 600 ml size is right for a daily commute and it's cheaper than the Mijia or Zojirushi without giving up the steel quality I care about."
survey_water-bottle-choice__ffsnaN7,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b32e7d8e83c1.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Cost-sensitive,MENA,Low income,Woman,Mid-life,$50k-100k,Student,أحتاج زجاجة للاستخدام اليومي تحفظ حرارة الشاي أو الماء البارد طوال يوم العمل، وسعر ¥129 مناسب لميزانيتي المحدودة. الفولاذ 316 مع العزل الثلاثي يبدو أفضل قيمة في هذه الفئة، وأفضل من خيار ¥39.9 الذي قد لا يدوم، ودون دفع ¥229 أو ¥319 على علامة تجارية فاخرة لا أحتاجها.
survey_water-bottle-choice__fi2ngVi,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-491315e86271.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,Sub-Saharan Africa,Low income,Man,Mid-life,$50k-100k,Full-time,"Je cherche une bouteille isolée pour un usage quotidien, et la Beijixiong offre une isolation de qualité supérieure (316/316L, triple blocage thermique) à un prix encore raisonnable de ¥129. La Fuguang est moins chère mais l'isolation de base me semble trop limitée, tandis que les options Mijia, Zojirushi et Stanley dépassent ce que je juge nécessaire de dépenser. Le format 600 ml me convient également mieux que les 500 ml des modèles bas de gamme."
survey_water-bottle-choice__fjnjeoo,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-c4eaaa3ecd9a.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,55-64,Cost-sensitive,Latin America,Lower-middle,Woman,Retirement,<$25k,Full-time,Mi presupuesto es limitado y el precio de ¥39.9 es lo único que puedo justificar sin culpa. Necesito algo básico que selle bien y no se rompa; la capacidad de 500 ml me alcanza para el día y el acero 316 me da confianza aunque sea marca económica.
survey_water-bottle-choice__frjS8Xw,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-ea324e54b22d.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,25-34,Value-driven,South Asia,Middle,Man,Mid-life,$50k-100k,Full-time,"I want proper vacuum insulation for daily commutes and long days, and 316/316L stainless with triple heat blocking at ¥129 is the sweet spot between the cheap basic bottle and the premium Japanese one. The 600 ml size covers a full work session without being bulky, and I'd rather spend mid-tier money on solid engineering than pay ¥229-319 for branding or a viral tumbler I don't need."
survey_water-bottle-choice__fwbuGDv,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-61b3432a9c7f.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Value-driven,East Asia,Middle,Woman,Mid-life,$25k-50k,Homemaker,"Preciso de uma garrafa térmica para o dia a dia, e essa é a melhor relação custo-benefício do meio da tabela: aço 316/316L com isolamento triplo por ¥129. As opções baratas me parecem frágeis e as premium custam quase o dobro sem me dar nada que eu realmente use."
survey_water-bottle-choice__g5TmCp3,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-3c3a05920b0f.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Cost-sensitive,Sub-Saharan Africa,Low income,Woman,Career change,$25k-50k,Full-time,"I need insulation for daily commuting and the ¥39.9 bottle is too basic, while the ¥179-319 options cost more than I can justify on a tight budget. The Beijixiong at ¥129 gives me 316 steel, real vacuum insulation, and 600 ml — the best value at the mid tier."
survey_water-bottle-choice__g5iwvPN,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-32270bd7f38f.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,45-54,Cost-sensitive,South Asia,Lower-middle,Man,Mid-life,<$25k,Homemaker,"Paisa tight hai aur mujhe sirf ek simple, tikau bottle chahiye jo din bhar paani rakhe. 316 stainless steel hai, seal pakka hai, aur ¥39.9 mein itna kaafi hai — branded cheezon pe extra kharch karne ka koi faayda nahi dikhta."
survey_water-bottle-choice__g8gghbk,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-a38134c7289d.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,5,insulation,4,75-84,Premium-seeking,East Asia,High income,Man,Retirement,$200k+,Retired,"I want a daily-use bottle I can carry without noticing it, and the Zojirushi's top-tier insulation and ultra-light build justify the premium for something I'll handle every day. The non-stick interior matters to me — I drink tea and coffee, and easy cleaning plus no lingering flavors is worth paying for. The cheaper 316 bottles are fine on paper, but I've learned that buying the best in a small category once costs less than replacing it twice."
survey_water-bottle-choice__gBRqAze,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-2915570587ef.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,55-64,Value-driven,North America,Upper-middle,Man,Retirement,,Self-employed,"I drink coffee and tea throughout the day, so temperature retention and a non-stick interior that cleans easily matter more to me than saving twenty or thirty yuan. Zojirushi has a long-standing reputation for top-tier insulation, and the 480 ml size is right for a desk-bound working day. The price is fair for a bottle I would use daily for years."
survey_water-bottle-choice__gCvSqvY,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-631830c63c1e.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,4,price,4,18-24,Cost-sensitive,Sub-Saharan Africa,Low income,Man,Early career,<$25k,Unemployed,"Money is tight right now and I'm not working, so ¥39.9 for a 500 ml insulated bottle is what I can actually afford. It seals properly and keeps water cold, which is all I need for daily carry — I don't see the point paying 3-8x more for a brand name."
survey_water-bottle-choice__gDJsAQY,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-6bf92b01811f.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,25-34,Cost-sensitive,MENA,Lower-middle,Woman,Mid-life,$50k-100k,Self-employed,أنا حريصة على المال وأرفض الديون، وهذا الخيار بسعر ¥39.9 يقدم عزلًا مزدوجًا وختمًا موثوقًا يكفي لاحتياجي اليومي. لا أريد دفع مبالغ كبيرة مقابل علامة تجارية أو تصاميم فيروسية لا أحتاجها.
